DWA_ID,DWA_Title,Votes_Array,Status,Final_Sequence_JSON
4.A.4.a.2.I10.D02,Signal others to coordinate work activities.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Assess the current work situation and identify the need for coordination."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately identifying the specific coordination needs amidst ongoing work activities.""}, {""step_order"": 2, ""action_description"": ""Determine the most appropriate communication method (hand signals, verbal cues, radio, etc.) based on the context and distance."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Selecting the most effective communication method considering noise levels, visibility, and worker preferences.""}, {""step_order"": 3, ""action_description"": ""Position yourself for clear visibility and audibility by the intended recipient(s)."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Navigating the work environment safely while ensuring optimal communication positioning.""}, {""step_order"": 4, ""action_description"": ""Clearly communicate the desired action or information using the chosen method (e.g., hand signals, verbal instructions, radio transmission)."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Delivering concise and unambiguous instructions, considering potential language barriers or distractions.""}, {""step_order"": 5, ""action_description"": ""Observe the recipient's response (verbal confirmation, body language, initiation of the action) to verify understanding."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately interpreting non-verbal cues and addressing any misunderstandings promptly.""}, {""step_order"": 6, ""action_description"": ""Provide additional clarification or adjustments as needed, ensuring the recipient fully comprehends the instructions."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Adapting communication style and providing tailored support based on individual needs.""}]"
4.A.1.b.3.I01.D12,Measure dimensions of completed products or workpieces to verify conformance to specifications.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Retrieve the product specifications and identify critical dimensions to be measured."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring accurate understanding of specifications and tolerances.""}, {""step_order"": 2, ""action_description"": ""Select the appropriate calibrated measuring tool for each dimension."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Tool selection based on dimension type and required precision.""}, {""step_order"": 3, ""action_description"": ""Position the product securely on a stable surface for measurement."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring stable and repeatable positioning for accurate readings.""}, {""step_order"": 4, ""action_description"": ""Measure each critical dimension using the selected tool, recording the values."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Precise measurement technique and accurate data recording.""}, {""step_order"": 5, ""action_description"": ""Compare recorded measurements against the specified tolerances."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying deviations and understanding their significance.""}, {""step_order"": 6, ""action_description"": ""Document conformance or non-conformance based on the comparison."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clear and concise documentation of results.""}]"
4.A.2.b.1.I01.D02,Determine the value of goods or services.,"['B', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Retrieve cost data for the goods or services from suppliers and internal databases."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring data accuracy and completeness""}, {""step_order"": 2, ""action_description"": ""Research market trends and competitor pricing for similar goods or services."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying reliable and relevant sources""}, {""step_order"": 3, ""action_description"": ""Analyze cost data, market trends, and competitor pricing to determine a preliminary value."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing multiple factors and making informed judgments""}, {""step_order"": 4, ""action_description"": ""Adjust the preliminary value based on the desired profit margin."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Setting appropriate profit margins while remaining competitive""}, {""step_order"": 5, ""action_description"": ""Document the valuation process, including data sources, analysis, and final value."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Creating a clear and concise report""}]"
4.A.1.b.2.I05.D15,Inspect condition or functioning of facilities or equipment.,"['D', 'D', 'C', 'D']",3票最高,"[{""step_order"": 1, ""action_description"": ""Review relevant documentation (operational manuals, maintenance logs, blueprints, etc.) to familiarize oneself with the equipment and its history."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive""}, {""step_order"": 2, ""action_description"": ""Approach the equipment and ensure the area is safe for inspection. Wear appropriate Personal Protective Equipment (PPE) if necessary."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 3, ""action_description"": ""Visually inspect the exterior of the equipment for any visible damage, wear, or signs of issues."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 4, ""action_description"": ""Check gauges, indicators, and other visual indicators for accurate readings and proper functioning."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 5, ""action_description"": ""Listen for any unusual operational sounds or smells that could indicate issues."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 6, ""action_description"": ""Feel the equipment's surface for any unusual temperature variations or vibrations."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 7, ""action_description"": ""Inspect internal components, if accessible, for signs of damage, wear, or other issues. Use tools like flashlights, mirrors, or cameras as needed."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 8, ""action_description"": ""Operate the equipment under load, if possible, to observe its performance and listen for any unusual noises."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical""}, {""step_order"": 9, ""action_description"": ""Document all observations, issues, and readings in a digital or physical inspection log."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive""}, {""step_order"": 10, ""action_description"": ""Communicate findings to relevant personnel (supervisors, maintenance technicians, etc.) and discuss any necessary repairs or maintenance."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive""}]"
4.A.3.a.2.I09.D11,Adjust the tension of nuts or bolts.,"['C', 'C', 'C', 'D']",3票最高,"[{""step_order"": 1, ""action_description"": ""Consult the machine's maintenance manual or digital schematics to identify the target nuts or bolts and their required torque specifications."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring accurate identification and retrieval of correct torque values""}, {""step_order"": 2, ""action_description"": ""Navigate to the location of the target nuts or bolts on the machine. This may involve using ladders, platforms, or other access equipment."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Safe and efficient access to potentially hard-to-reach locations""}, {""step_order"": 3, ""action_description"": ""Select the appropriate torque wrench and set it to the specified torque value for the target nuts or bolts."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Accurate tool selection and precise torque setting""}, {""step_order"": 4, ""action_description"": ""Position the torque wrench onto the nut or bolt, ensuring a secure and stable grip."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Proper alignment and engagement of the wrench to prevent slippage""}, {""step_order"": 5, ""action_description"": ""Apply torque to the nut or bolt using the wrench until the desired torque value is reached, indicated by a click or other signal from the wrench."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Smooth and controlled application of force to avoid over-tightening""}, {""step_order"": 6, ""action_description"": ""Visually inspect the tightened nut or bolt to ensure it is properly seated and there are no signs of damage or stress."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying subtle visual cues of proper tightening and potential issues""}, {""step_order"": 7, ""action_description"": ""Repeat steps 2-6 for each nut or bolt that requires adjustment."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining consistency and accuracy across multiple adjustments""}, {""step_order"": 8, ""action_description"": ""Document the adjustments made, including the location of each nut or bolt, the target torque value, and any observations made during the process."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate and thorough record-keeping for future reference and maintenance""}]"
4.A.4.a.1.I03.D01,Translate information for others.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Receive the source material (text or audio) requiring translation."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring proper identification of source language and content type.""}, {""step_order"": 2, ""action_description"": ""Analyze the source material, identifying key concepts, terminology, and cultural nuances."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately interpreting meaning and context, especially for idiomatic expressions or technical jargon.""}, {""step_order"": 3, ""action_description"": ""Translate the source material into the target language, preserving the original tone and meaning."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Finding equivalent expressions and maintaining fluency in the target language.""}, {""step_order"": 4, ""action_description"": ""Review the translated text for grammatical accuracy, clarity, and cultural appropriateness."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Objectively assessing the quality of the translation and identifying potential errors.""}, {""step_order"": 5, ""action_description"": ""Revise and refine the translation based on the review, ensuring accuracy and natural language flow."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing fidelity to the original text with the need for clear and concise expression in the target language.""}, {""step_order"": 6, ""action_description"": ""Deliver the translated material to the intended recipient in the specified format."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring secure and timely delivery of the translated content.""}]"
4.A.4.a.3.I03.D11,Answer telephones to direct calls or provide information.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Answer the incoming call and greet the caller professionally."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining a friendly and professional tone even during high call volume.""}, {""step_order"": 2, ""action_description"": ""Listen attentively to the caller's request and determine the nature of the call."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately understanding the caller's needs, even with unclear or emotional communication.""}, {""step_order"": 3, ""action_description"": ""If able, directly provide the caller with the necessary information."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accessing and conveying information clearly and concisely.""}, {""step_order"": 4, ""action_description"": ""If transferring, inform the caller of the transfer and locate the correct department or extension."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Efficiently navigating internal systems to find the right contact.""}, {""step_order"": 5, ""action_description"": ""Transfer the call or provide the caller with alternative contact information."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring a smooth transfer experience for the caller.""}, {""step_order"": 6, ""action_description"": ""Confirm the caller's understanding and offer further assistance if needed."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Gauging caller satisfaction and addressing any remaining concerns.""}, {""step_order"": 7, ""action_description"": ""Politely end the call."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ending the call professionally while leaving a positive impression.""}]"
4.A.2.b.2.I16.D04,Design environmental control systems.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review building plans, specifications, and site conditions to understand the building's layout, thermal dynamics, and energy efficiency goals."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Gathering comprehensive information from diverse sources.""}, {""step_order"": 2, ""action_description"": ""Calculate the building's heating and cooling loads based on climate data, occupancy, building characteristics, and desired comfort levels."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately modeling complex thermal interactions.""}, {""step_order"": 3, ""action_description"": ""Select appropriate HVAC equipment (e.g., air handlers, chillers, boilers) based on load calculations, energy efficiency considerations, and budget constraints."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing performance, cost, and sustainability.""}, {""step_order"": 4, ""action_description"": ""Design the ductwork layout, ensuring proper airflow distribution, minimizing pressure drops, and integrating with the building's architecture."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Optimizing airflow while adhering to spatial constraints.""}, {""step_order"": 5, ""action_description"": ""Develop control logic for the HVAC system, specifying temperature setpoints, ventilation rates, humidity control strategies, and integration with building automation systems."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Creating intelligent and responsive control algorithms.""}, {""step_order"": 6, ""action_description"": ""Create detailed schematics, diagrams, and specifications for the HVAC system, including equipment lists, wiring diagrams, and installation instructions."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating complex technical information clearly and concisely.""}, {""step_order"": 7, ""action_description"": ""Review the design with stakeholders (architect, building owner, engineers) to ensure it meets their requirements, complies with building codes, and addresses any potential concerns."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Facilitating collaborative decision-making and incorporating feedback effectively.""}, {""step_order"": 8, ""action_description"": ""Refine the design based on stakeholder feedback, perform simulations to validate system performance, and make necessary adjustments to optimize efficiency and comfort."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Iteratively improving the design based on analysis and feedback.""}, {""step_order"": 9, ""action_description"": ""Prepare final documentation, including drawings, specifications, and installation instructions, for submission to permitting authorities and contractors."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring completeness and accuracy of technical documentation.""}]"
4.A.3.b.6.I07.D02,Write grant proposals.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Thoroughly review the funding agency's grant guidelines, including eligibility criteria, formatting requirements, and submission deadlines."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring comprehensive understanding of all guidelines to avoid costly errors.""}, {""step_order"": 2, ""action_description"": ""Conduct a literature review to identify relevant research and data supporting the project's feasibility and significance."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Critically evaluating sources and synthesizing information effectively.""}, {""step_order"": 3, ""action_description"": ""Develop a clear and concise project description outlining the objectives, methodology, anticipated outcomes, and budget."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Articulating a compelling and persuasive narrative that aligns with the funding agency's priorities.""}, {""step_order"": 4, ""action_description"": ""Draft the proposal, adhering to the agency's formatting guidelines and including all required sections."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Organizing information logically and presenting it in a clear and concise manner.""}, {""step_order"": 5, ""action_description"": ""Review and edit the draft proposal for clarity, coherence, accuracy, and adherence to guidelines."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining objectivity and identifying areas for improvement.""}, {""step_order"": 6, ""action_description"": ""Seek feedback on the draft proposal from colleagues or mentors in the relevant field."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Selecting appropriate reviewers and incorporating their feedback constructively.""}, {""step_order"": 7, ""action_description"": ""Revise the proposal based on feedback received and make any necessary changes."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing diverse perspectives and making informed decisions about revisions.""}, {""step_order"": 8, ""action_description"": ""Proofread the final proposal meticulously for any grammatical, spelling, or formatting errors."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining attention to detail and ensuring error-free submission.""}, {""step_order"": 9, ""action_description"": ""Submit the final proposal through the agency's designated online portal or by mail, ensuring adherence to all submission guidelines and deadlines."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Navigating online systems or postal procedures accurately and efficiently.""}]"
4.A.2.b.2.I16.D07,Design systems to reduce harmful emissions.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Conduct a site visit to assess the current emissions profile, infrastructure, and regulatory context."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring comprehensive data collection for accurate analysis.""}, {""step_order"": 2, ""action_description"": ""Analyze collected data to identify major emission sources and potential reduction strategies."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately interpreting data and prioritizing reduction targets.""}, {""step_order"": 3, ""action_description"": ""Research and evaluate suitable emission control technologies based on the site's specific needs and regulatory requirements."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Staying up-to-date on emerging technologies and their applicability.""}, {""step_order"": 4, ""action_description"": ""Develop a preliminary design for the emission reduction system, considering layout, integration with existing systems, and operational efficiency."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing technical feasibility with cost-effectiveness and regulatory compliance.""}, {""step_order"": 5, ""action_description"": ""Create simulations and models to evaluate the performance and safety of the proposed design under various operating conditions."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Developing accurate models that reflect real-world complexities.""}, {""step_order"": 6, ""action_description"": ""Refine the design based on simulation results, stakeholder feedback, and regulatory requirements."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Incorporating diverse feedback and making informed design adjustments.""}, {""step_order"": 7, ""action_description"": ""Prepare detailed engineering drawings, specifications, and a cost estimate for the final design."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring clarity and completeness of documentation for implementation.""}, {""step_order"": 8, ""action_description"": ""Present the final design to stakeholders, including plant operators and regulatory authorities, for review and approval."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Effectively communicating complex technical information to diverse audiences.""}]"
4.A.4.a.5.I04.D03,Perform animal breeding procedures.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review the cow's identification and breeding records to confirm the correct insemination date and semen."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring data accuracy and accessibility""}, {""step_order"": 2, ""action_description"": ""Gather the necessary equipment: insemination gun, semen straw, lubricant, and protective gloves."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Efficient organization and tool accessibility""}, {""step_order"": 3, ""action_description"": ""Safely restrain the cow in a stanchion or chute, minimizing stress and ensuring worker safety."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Animal handling techniques and safety protocols""}, {""step_order"": 4, ""action_description"": ""Clean the cow's vulva with disinfectant and apply lubricant to the insemination gun."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining hygiene and sterility""}, {""step_order"": 5, ""action_description"": ""Load the semen straw into the insemination gun, ensuring proper placement and avoiding air bubbles."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Precision and dexterity in handling delicate equipment""}, {""step_order"": 6, ""action_description"": ""Insert the insemination gun into the cow's cervix, carefully navigating the reproductive tract."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Anatomical knowledge and tactile feedback""}, {""step_order"": 7, ""action_description"": ""Deposit the semen into the uterus and withdraw the insemination gun smoothly."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Precision and control during insemination""}, {""step_order"": 8, ""action_description"": ""Record the insemination details (date, semen batch, cow ID) in the farm's breeding log."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate data recording and record-keeping""}]"
4.A.1.b.2.I09.D03,Examine patients to assess general physical condition.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Greet the patient, confirm their identity, and explain the purpose of the examination."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Establishing rapport and trust""}, {""step_order"": 2, ""action_description"": ""Measure and record the patient's vital signs: blood pressure, pulse rate, respiratory rate, and temperature."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Accurate measurement and instrument calibration""}, {""step_order"": 3, ""action_description"": ""Observe the patient's overall appearance, including posture, facial expression, and any visible signs of distress."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Subjective interpretation and potential for bias""}, {""step_order"": 4, ""action_description"": ""Listen to the patient's heart and lungs using a stethoscope, noting any abnormal sounds."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Distinguishing normal from abnormal sounds""}, {""step_order"": 5, ""action_description"": ""Palpate the patient's abdomen to check for tenderness or abnormalities."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Proper palpation technique and recognizing subtle differences""}, {""step_order"": 6, ""action_description"": ""Inquire about the patient's medical history, current symptoms, and any concerns they may have."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Active listening and eliciting relevant information""}, {""step_order"": 7, ""action_description"": ""Document all findings and observations in the patient's electronic health record."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accuracy and completeness of documentation""}, {""step_order"": 8, ""action_description"": ""Summarize the examination findings for the patient, address any questions, and discuss next steps."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clear communication and patient understanding""}]"
4.A.2.a.3.I03.D04,Review customer insurance information.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Receive customer insurance information request (e.g., via phone call, online portal)."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring clear understanding of the customer's specific information needs.""}, {""step_order"": 2, ""action_description"": ""Retrieve customer's policy information from the database using provided identifiers (e.g., policy number, customer ID)."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Efficient and accurate data retrieval from potentially large databases.""}, {""step_order"": 3, ""action_description"": ""Review policy details, including coverage type, limits, deductibles, and any recent changes."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying and understanding potentially complex insurance terminology.""}, {""step_order"": 4, ""action_description"": ""Verify the accuracy of the retrieved information against any supporting documents (if available)."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Cross-referencing information from different sources and identifying discrepancies.""}, {""step_order"": 5, ""action_description"": ""Summarize the key findings of the review in a clear and concise manner."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating complex information in a way that is easily understandable by the customer.""}, {""step_order"": 6, ""action_description"": ""Communicate the summarized information to the customer, addressing any specific questions or concerns."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Providing clear and empathetic customer service.""}, {""step_order"": 7, ""action_description"": ""Document the review process and findings in the customer's file."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining accurate and up-to-date records.""}]"
4.A.4.a.2.I03.D10,Report information to managers or other personnel.,"['D', 'D', 'D', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Gather and summarize project progress data from team members and project management tools."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring completeness and accuracy of data""}, {""step_order"": 2, ""action_description"": ""Prepare a presentation with key points, visuals, and data to support the report."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Effective communication of complex data""}, {""step_order"": 3, ""action_description"": ""Navigate to the meeting room and set up presentation equipment."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring all necessary equipment is functional and ready""}, {""step_order"": 4, ""action_description"": ""Greet managers and begin the presentation, clearly stating the purpose and scope."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Engaging the audience and setting expectations""}, {""step_order"": 5, ""action_description"": ""Present project progress, highlighting achievements, challenges, and data-driven insights."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Conveying complex information in a clear and concise manner""}, {""step_order"": 6, ""action_description"": ""Address any questions or concerns from managers, providing clear and concise responses."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Effective communication and problem-solving under pressure""}, {""step_order"": 7, ""action_description"": ""Summarize key points, next steps, and action items, ensuring all managers are aligned."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring understanding and agreement on next steps""}, {""step_order"": 8, ""action_description"": ""Thank managers for their time and attention, and distribute any additional documentation."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Polite and professional closure of the meeting""}]"
