DWA_ID,step_order,action_description,cluster_id,intelligence_type_A,confidence_A,conf_A_LLM,conf_A_Multimodal_Perception,conf_A_Embodied,conf_A_Human_Bound
4.A.3.a.2.I33.D05,4,Mix the solution thoroughly in the container.,6,Embodied,0.5699,0.1964,0.1123,0.5699,0.1214
4.A.3.a.2.I33.D05,5,Transfer the mixed solution to the sprayer.,-1,Embodied,0.6315,0.1204,0.0996,0.6315,0.1485
4.A.3.a.2.I33.D05,6,"Navigate to the first target plant, ensuring safe and efficient movement within the greenhouse.",10,Embodied,0.747,0.0671,0.1247,0.747,0.0612
4.A.3.a.2.I33.D05,7,"Apply the solution evenly to the plant, covering all leaves and stems, following recommended application techniques.",-1,Embodied,0.472,0.241,0.1165,0.472,0.1706
4.A.3.a.2.I33.D05,8,"Repeat steps 6 and 7 for each target plant, ensuring complete coverage and avoiding overspray.",9,LLM,0.4464,0.4464,0.1558,0.3261,0.0717
4.A.3.a.2.I33.D05,9,Refill the sprayer with solution as needed and dispose of any leftover solution according to safety protocols.,-1,Embodied,0.5149,0.2053,0.1708,0.5149,0.109
4.A.3.a.2.I33.D05,10,"Record the application details (date, time, solution used, plants treated) in the appropriate log or system.",-1,LLM,0.7719,0.7719,0.1278,0.029,0.0712
4.A.2.a.2.I01.D05,1,"Define the scope of the verification: specify the time period, financial statements, and key areas of focus.",16,LLM,0.7625,0.7625,0.068,0.028,0.1416
4.A.2.a.2.I01.D05,2,"Retrieve the relevant financial statements and supporting documentation from the designated sources (digital archives, accounting software, physical files).",15,LLM,0.8039,0.8039,0.0645,0.0396,0.0921
4.A.2.a.2.I01.D05,3,"Cross-reference data within and across documents: compare general ledger entries with invoices, receipts, purchase orders, bank statements, etc.",16,LLM,0.6834,0.6834,0.1859,0.0319,0.0988
4.A.2.a.2.I01.D05,4,"Identify and document any discrepancies, errors, or inconsistencies found during the cross-referencing process.",-1,LLM,0.6376,0.6376,0.2643,0.0206,0.0775
4.A.2.a.2.I01.D05,5,Analyze the identified discrepancies to determine their root cause and potential impact on the overall financial accuracy.,16,LLM,0.4952,0.4952,0.3303,0.0235,0.1511
4.A.2.a.2.I01.D05,6,"Prepare a comprehensive report summarizing the findings, including a detailed description of discrepancies, their potential causes, and recommended actions.",-1,LLM,0.8989,0.8989,0.0292,0.0139,0.0581
4.A.2.a.2.I01.D05,7,"Communicate the findings to the relevant stakeholders (management, accounting team, auditors) and discuss any necessary follow-up actions.",29,LLM,0.728,0.728,0.0243,0.0088,0.239
4.A.4.a.3.I02.D06,1,"Gather necessary project documents and prepare visual aids (slides, diagrams, etc.).",32,LLM,0.6855,0.6855,0.0974,0.163,0.054
4.A.4.a.3.I02.D06,2,"Set up the presentation space with a projector, screen, and microphone.",21,Embodied,0.4205,0.2144,0.2014,0.4205,0.1636
4.A.4.a.3.I02.D06,3,"Greet the audience, introduce yourself, and state the purpose of the presentation.",22,Human_Bound,0.5793,0.2209,0.0822,0.1177,0.5793
4.A.4.a.3.I02.D06,4,"Provide a concise overview of the project, including its location, goals, and target audience.",-1,LLM,0.8352,0.8352,0.0383,0.029,0.0974
4.A.4.a.3.I02.D06,5,"Use visual aids to illustrate the project design, features, and potential benefits.",-1,LLM,0.5378,0.5378,0.2321,0.0786,0.1515
4.A.4.a.3.I02.D06,6,"Explain the project timeline, key milestones, and anticipated outcomes.",-1,LLM,0.8664,0.8664,0.0302,0.0194,0.084
4.A.4.a.3.I02.D06,7,"Encourage questions from the audience and provide clear, concise answers.",22,Human_Bound,0.6396,0.2324,0.0665,0.0615,0.6396
4.A.4.a.3.I02.D06,8,Summarize the key points of the presentation and reiterate the project's main benefits.,22,LLM,0.7838,0.7838,0.0405,0.028,0.1477
4.A.4.a.3.I02.D06,9,Thank the audience for their time and provide contact information for further inquiries.,21,Human_Bound,0.6824,0.2047,0.0491,0.0638,0.6824
4.A.3.a.3.I06.D08,1,"Review the batch recipe, mixing parameters, and safety guidelines on the control panel's digital interface.",6,LLM,0.4855,0.4855,0.3558,0.0757,0.083
4.A.3.a.3.I06.D08,2,Put on personal protective equipment (PPE) and ensure the work area is clear of obstacles.,5,Embodied,0.6906,0.0364,0.2217,0.6906,0.0513
4.A.3.a.3.I06.D08,3,Open the tank's access hatch and visually inspect the interior for any signs of damage or contamination.,33,Multimodal_Perception,0.8913,0.0329,0.8913,0.0399,0.0358
4.A.3.a.3.I06.D08,4,Load the raw materials into the mixing tank according to the recipe.,6,Embodied,0.7524,0.1233,0.0913,0.7524,0.033
4.A.3.a.3.I06.D08,5,"Set the mixing parameters on the control panel, including speed, duration, temperature, and any other required settings.",6,LLM,0.4758,0.4758,0.2149,0.1937,0.1156
4.A.3.a.3.I06.D08,6,Initiate the mixing process and monitor the equipment for any anomalies or deviations.,6,Multimodal_Perception,0.6984,0.1359,0.6984,0.1223,0.0434
4.A.3.a.3.I06.D08,7,Periodically check the consistency and uniformity of the mixture by taking samples or using sensors and instruments.,6,Multimodal_Perception,0.7876,0.1402,0.7876,0.0469,0.0253
4.A.3.a.3.I06.D08,8,"Adjust the mixing parameters if necessary to achieve the desired consistency, using knowledge and experience to troubleshoot any issues that arise.",6,LLM,0.3765,0.3765,0.297,0.1017,0.2248
4.A.3.a.3.I06.D08,9,Complete the mixing cycle and shut down the equipment.,6,Embodied,0.4492,0.175,0.2749,0.4492,0.1008
4.A.3.a.3.I06.D08,10,"Verify the batch meets the quality control standards, document the process, and clean the work area.",-1,LLM,0.3914,0.3914,0.3896,0.166,0.0531
4.A.3.b.1.I05.D01,1,Approach the computer workstation and log in to the system.,15,Multimodal_Perception,0.391,0.145,0.391,0.345,0.119
4.A.3.b.1.I05.D01,2,Load the required software or program for the specific task.,-1,LLM,0.412,0.412,0.1771,0.2992,0.1116
4.A.3.b.1.I05.D01,3,Review the task instructions or specifications.,-1,LLM,0.6648,0.6648,0.2104,0.0293,0.0955
4.A.3.b.1.I05.D01,4,"Input data, commands, or instructions into the computer system.",-1,LLM,0.3586,0.3586,0.2369,0.213,0.1915
4.A.3.b.1.I05.D01,5,"Monitor the computer's output and progress, looking for errors or unexpected results.",-1,Multimodal_Perception,0.8911,0.0759,0.8911,0.0183,0.0148
4.A.3.b.1.I05.D01,6,Adjust input parameters or troubleshoot issues as needed.,34,Multimodal_Perception,0.5102,0.2031,0.5102,0.0802,0.2065
4.A.3.b.1.I05.D01,7,Save the completed work or export the results as needed.,15,LLM,0.6234,0.6234,0.1304,0.1123,0.134
4.A.3.b.1.I05.D01,8,Log out of the system and power down the computer (if applicable).,34,Multimodal_Perception,0.3506,0.1897,0.3506,0.2167,0.243
4.A.2.a.2.I03.D02,1,Review existing documentation and feature specifications to understand the scope and purpose of the new feature.,-1,LLM,0.7383,0.7383,0.162,0.0169,0.0828
4.A.2.a.2.I03.D02,2,"Navigate to the repository containing the feature code, related files, and existing documentation.",-1,LLM,0.6781,0.6781,0.1614,0.0869,0.0736
4.A.2.a.2.I03.D02,3,"Extract key technical details from the codebase, including API endpoints, parameters, return types, and any relevant comments.",32,LLM,0.7906,0.7906,0.0874,0.0291,0.093
4.A.2.a.2.I03.D02,4,"Create a structured outline for the documentation, organizing content into logical sections (e.g., user guide, API reference, troubleshooting).",-1,LLM,0.8498,0.8498,0.0455,0.067,0.0377
4.A.2.a.2.I03.D02,5,"Write the documentation content for each section, including clear explanations, step-by-step instructions, and relevant examples.",-1,LLM,0.8924,0.8924,0.0298,0.0359,0.042
4.A.2.a.2.I03.D02,6,"Integrate any necessary visuals, such as screenshots, diagrams, or code snippets, to enhance understanding.",-1,LLM,0.5603,0.5603,0.2229,0.0926,0.1242
4.A.2.a.2.I03.D02,7,"Review the compiled documentation for accuracy, completeness, consistency, and clarity.",14,LLM,0.8284,0.8284,0.1201,0.0111,0.0404
4.A.2.a.2.I03.D02,8,"Revise and refine the documentation based on the review, addressing any identified issues or areas for improvement.",-1,LLM,0.8023,0.8023,0.0793,0.0202,0.0982
4.A.2.a.2.I03.D02,9,Save the finalized documentation in the appropriate format and store it in the designated repository or distribution channel.,15,LLM,0.6975,0.6975,0.0464,0.1435,0.1126
4.A.1.b.2.I03.D03,1,Log into the system containing the test results.,20,Multimodal_Perception,0.5382,0.2043,0.5382,0.0879,0.1696
4.A.1.b.2.I03.D03,2,Retrieve the relevant test results for analysis.,20,LLM,0.5567,0.5567,0.2594,0.0257,0.1581
4.A.1.b.2.I03.D03,3,Review the test results to understand overall performance metrics.,20,LLM,0.4821,0.4821,0.4185,0.0172,0.0823
4.A.1.b.2.I03.D03,4,Identify any significant deviations or anomalies in the performance metrics.,-1,Multimodal_Perception,0.6079,0.3419,0.6079,0.0145,0.0356
4.A.1.b.2.I03.D03,5,"Document the identified issues, their potential causes, and any relevant observations.",-1,LLM,0.8164,0.8164,0.0961,0.0109,0.0765
4.A.1.b.2.I03.D03,6,Summarize the findings and create a report outlining the analysis and recommendations.,17,LLM,0.9531,0.9531,0.0104,0.0078,0.0287
4.A.1.b.2.I03.D03,7,"Review the report for accuracy, completeness, and clarity.",14,LLM,0.8246,0.8246,0.094,0.0125,0.0688
4.A.1.b.2.I03.D03,8,"Share the report with relevant stakeholders (e.g., development team) and communicate key findings.",29,LLM,0.6624,0.6624,0.0367,0.0239,0.277
4.A.3.a.2.I04.D01,1,"Retrieve the necessary parts, tools, and installation manual from the storage area.",-1,Embodied,0.4859,0.2202,0.2187,0.4859,0.0752
4.A.3.a.2.I04.D01,2,"Position the equipment (e.g., forklift, conveyor belt assembly) in a stable, safe, and accessible location for installation.",26,Embodied,0.7606,0.0386,0.1724,0.7606,0.0284
4.A.3.a.2.I04.D01,3,"Review the installation manual to understand the specific steps, requirements, and safety protocols.",-1,LLM,0.5492,0.5492,0.2594,0.089,0.1025
4.A.3.a.2.I04.D01,4,Remove any existing parts or attachments that interfere with the new installation.,-1,Multimodal_Perception,0.3933,0.1184,0.3933,0.3724,0.1159
4.A.3.a.2.I04.D01,5,"Align and secure the new parts or assemblies to the designated mounting points on the equipment, following the manufacturer's guidelines.",26,Embodied,0.5007,0.1947,0.2594,0.5007,0.0452
4.A.3.a.2.I04.D01,6,"Connect any necessary hydraulic lines, electrical connections, or other interfaces between the new parts and the equipment's systems.",-1,Embodied,0.4591,0.1278,0.3435,0.4591,0.0695
4.A.3.a.2.I04.D01,7,"Power on the equipment and test the functionality of the newly installed parts, making any necessary adjustments.",-1,Multimodal_Perception,0.6961,0.0645,0.6961,0.1899,0.0495
4.A.3.a.2.I04.D01,8,"Document the installation process, any issues encountered, and relevant observations in the equipment's maintenance log.",-1,LLM,0.5819,0.5819,0.3253,0.0373,0.0555
4.A.3.a.2.I04.D01,9,"Conduct a final visual inspection of the installed parts, ensuring they are securely mounted, aligned correctly, and functioning smoothly.",-1,Multimodal_Perception,0.7545,0.0621,0.7545,0.1347,0.0487
4.A.3.a.2.I04.D01,10,"Notify the relevant team members and supervisors of the completed installation, and provide any necessary documentation or updates.",-1,LLM,0.4992,0.4992,0.1603,0.0613,0.2792
4.A.3.a.3.I04.D02,1,Receive and review the patient's medical history and imaging request from the physician.,1,Human_Bound,0.6251,0.2684,0.0892,0.0173,0.6251
4.A.3.a.3.I04.D02,2,"Explain the procedure to the patient, address any questions, and obtain informed consent.",1,Human_Bound,0.8656,0.0845,0.0211,0.0288,0.8656
4.A.3.a.3.I04.D02,3,"Position the patient on the CT scanner bed, ensuring comfort and secure positioning.",1,Embodied,0.3342,0.0625,0.3139,0.3342,0.2894
4.A.3.a.3.I04.D02,4,Enter patient information and imaging parameters into the CT scanner's computer system.,1,Multimodal_Perception,0.3713,0.2559,0.3713,0.1332,0.2396
4.A.3.a.3.I04.D02,5,Conduct a preliminary scan to verify patient positioning and make necessary adjustments.,1,Multimodal_Perception,0.4565,0.1275,0.4565,0.1354,0.2805
4.A.3.a.3.I04.D02,6,"Initiate the full CT scan, monitoring the patient's vital signs throughout the process.",1,Multimodal_Perception,0.5095,0.1061,0.5095,0.078,0.3064
4.A.3.a.3.I04.D02,7,"Review the acquired images for quality and completeness, ensuring they meet diagnostic requirements.",1,Multimodal_Perception,0.4259,0.3876,0.4259,0.0451,0.1414
4.A.3.a.3.I04.D02,8,Transfer the digital images to the hospital's radiology information system (RIS) for review by the radiologist.,1,Human_Bound,0.3081,0.2903,0.2498,0.1518,0.3081
4.A.4.b.4.I06.D05,1,"Review project goals, timelines, and resource allocation with the team.",31,LLM,0.8433,0.8433,0.043,0.0163,0.0974
4.A.4.b.4.I06.D05,2,"Observe ongoing experiments and discuss progress with team members, identifying any issues or bottlenecks.",-1,Multimodal_Perception,0.4265,0.3502,0.4265,0.0338,0.1895
4.A.4.b.4.I06.D05,3,"Provide specific guidance and support to team members on experimental procedures, data collection, and addressing identified bottlenecks.",-1,LLM,0.5827,0.5827,0.0901,0.0671,0.26
4.A.4.b.4.I06.D05,4,"Review collected data for accuracy and completeness, analyzing it to identify trends and patterns.",17,LLM,0.821,0.821,0.1376,0.016,0.0254
4.A.4.b.4.I06.D05,5,"Conduct a team meeting to discuss findings, challenges, and necessary adjustments to project timelines or resource allocation.",31,LLM,0.6857,0.6857,0.041,0.0345,0.2387
4.A.4.b.4.I06.D05,6,Verify adherence to safety protocols and regulations throughout the research process.,18,LLM,0.5542,0.5542,0.2724,0.0624,0.111
4.A.4.b.4.I06.D05,7,"Summarize the day's activities, progress, and key findings in a report for project stakeholders.",-1,LLM,0.9421,0.9421,0.0218,0.0078,0.0283
4.A.4.a.6.I03.D11,1,"Review the brand's aesthetic, product list, and any specific instructions for the modeling session.",-1,LLM,0.5837,0.5837,0.189,0.0402,0.187
4.A.4.a.6.I03.D11,2,"Consult with the stylist or photographer to discuss the order of outfits, poses, and any specific requirements.",-1,Human_Bound,0.5739,0.3344,0.0412,0.0505,0.5739
4.A.4.a.6.I03.D11,3,"Change into the first outfit, ensuring all accessories are properly placed and visible.",9,Embodied,0.3735,0.1321,0.3607,0.3735,0.1337
4.A.4.a.6.I03.D11,4,"Adopt the designated pose, paying attention to body positioning, facial expression, and highlighting the outfit's features.",-1,Human_Bound,0.3181,0.1799,0.2644,0.2375,0.3181
4.A.4.a.6.I03.D11,5,"Hold the pose while the photographer captures images, making subtle adjustments based on feedback.",-1,Multimodal_Perception,0.3556,0.1011,0.3556,0.1967,0.3466
4.A.4.a.6.I03.D11,6,"Repeat steps 3-5 for each subsequent outfit, ensuring a smooth transition between looks.",9,Embodied,0.3684,0.2388,0.3003,0.3684,0.0926
4.A.4.a.6.I03.D11,7,"Review the captured images with the photographer and stylist, providing feedback and ensuring all desired shots were captured.",-1,LLM,0.4565,0.4565,0.2127,0.0544,0.2764
4.A.3.a.2.I09.D09,1,Review the patient's medical records and imaging request to determine specific equipment settings and positioning requirements.,1,LLM,0.4298,0.4298,0.2515,0.0346,0.2841
4.A.3.a.2.I09.D09,2,Navigate to the medical equipment and verify its operational status.,-1,Multimodal_Perception,0.7863,0.0524,0.7863,0.097,0.0642
4.A.3.a.2.I09.D09,3,"Adjust the equipment's physical settings (e.g., table height, coil positioning) based on the patient's needs and the imaging requirements.",1,Human_Bound,0.396,0.1282,0.2354,0.2403,0.396
4.A.3.a.2.I09.D09,4,"Input the necessary parameters (e.g., dosage, scan type, imaging protocol) into the equipment's control panel.",1,LLM,0.4591,0.4591,0.2022,0.1392,0.1995
4.A.3.a.2.I09.D09,5,Conduct a preliminary test or scan to verify the settings and positioning.,-1,Multimodal_Perception,0.7039,0.12,0.7039,0.0961,0.08
4.A.3.a.2.I09.D09,6,Make any required adjustments to the equipment settings or positioning based on the preliminary test results.,-1,Multimodal_Perception,0.4741,0.1965,0.4741,0.1865,0.1429
4.A.3.a.2.I09.D09,7,"Confirm the final settings and positioning with the relevant medical professionals (e.g., radiologist, nurse).",1,Human_Bound,0.574,0.1835,0.1158,0.1268,0.574
4.A.2.b.2.I23.D05,1,Review existing literature on the chosen research topic to identify knowledge gaps and potential research questions.,17,LLM,0.7621,0.7621,0.0628,0.0222,0.1529
4.A.2.b.2.I23.D05,2,Formulate a clear and specific research question that addresses a significant gap in the existing knowledge.,17,LLM,0.478,0.478,0.0491,0.0608,0.4121
4.A.2.b.2.I23.D05,3,"Design a detailed research plan outlining the methodology, including experimental design, data collection methods, and analysis techniques.",17,LLM,0.9398,0.9398,0.0135,0.0197,0.027
4.A.2.b.2.I23.D05,4,"Identify and secure necessary resources, such as funding, equipment, personnel, and ethical approvals.",-1,LLM,0.6206,0.6206,0.1084,0.1059,0.1652
4.A.2.b.2.I23.D05,5,"Develop a comprehensive research proposal that clearly articulates the research question, methodology, timeline, budget, and expected outcomes.",-1,LLM,0.8964,0.8964,0.0086,0.0233,0.0717
4.A.2.b.2.I23.D05,6,"Submit the research proposal for review and feedback from relevant stakeholders, such as funding agencies or institutional review boards.",-1,LLM,0.7345,0.7345,0.035,0.0241,0.2064
4.A.2.b.2.I23.D05,7,Obtain necessary approvals and finalize the research plan based on feedback received.,-1,LLM,0.6725,0.6725,0.0438,0.0549,0.2288
4.A.3.a.4.I01.D01,1,Receive docking instructions and navigational updates from the harbor control center via radio communication.,10,Multimodal_Perception,0.3788,0.2085,0.3788,0.2173,0.1955
4.A.3.a.4.I01.D01,2,"Navigate to the designated pier using GPS, nautical charts, and radar.",10,Embodied,0.4677,0.1668,0.3104,0.4677,0.0551
4.A.3.a.4.I01.D01,3,Adjust the ship's speed and course to comply with harbor speed limits and traffic patterns.,10,Embodied,0.488,0.1933,0.2217,0.488,0.0971
4.A.3.a.4.I01.D01,4,"Monitor the ship's position, surroundings, and systems using radar, visual observation, and instrument panels.",10,Multimodal_Perception,0.7835,0.1329,0.7835,0.0528,0.0309
4.A.3.a.4.I01.D01,5,Communicate with the dock crew and harbor pilot via radio to coordinate final docking maneuvers.,10,Human_Bound,0.4509,0.1941,0.1459,0.2091,0.4509
4.A.3.a.4.I01.D01,6,Deploy fenders and docking lines as the ship approaches the pier.,10,Embodied,0.6252,0.0577,0.2448,0.6252,0.0723
4.A.3.a.4.I01.D01,7,Secure the ship to the pier using mooring lines and anchors.,10,Embodied,0.591,0.1152,0.2006,0.591,0.0932
4.A.3.a.4.I01.D01,8,Confirm successful docking with the harbor control center and dock crew.,10,Human_Bound,0.3454,0.1913,0.2263,0.2371,0.3454
4.A.4.a.2.I03.D13,1,The production supervisor reviews current inventory levels and upcoming orders.,-1,Multimodal_Perception,0.5244,0.3161,0.5244,0.0774,0.0821
4.A.4.a.2.I03.D13,2,"The production supervisor and relevant managers (plant manager, quality control manager) convene for a meeting.",-1,LLM,0.3997,0.3997,0.1573,0.1611,0.2818
4.A.4.a.2.I03.D13,3,"The production supervisor presents the inventory and order data, highlighting potential production challenges or opportunities.",-1,LLM,0.502,0.502,0.2678,0.0853,0.1449
4.A.4.a.2.I03.D13,4,"Managers discuss production capacity, quality constraints, and potential scheduling options, leveraging their respective expertise.",-1,LLM,0.5631,0.5631,0.0966,0.0755,0.2648
4.A.4.a.2.I03.D13,5,"The group collaboratively determines the optimal production schedule, considering all relevant factors.",-1,LLM,0.7058,0.7058,0.0546,0.0956,0.1441
4.A.4.a.2.I03.D13,6,The production supervisor documents the agreed-upon schedule and any action items.,31,LLM,0.7265,0.7265,0.0791,0.0804,0.114
4.A.4.a.2.I03.D13,7,The production supervisor communicates the finalized schedule to the relevant departments for implementation.,31,LLM,0.465,0.465,0.0704,0.2041,0.2605
4.A.1.a.1.I04.D04,1,Review the request or audit plan to determine the specific financial records needed.,16,LLM,0.6827,0.6827,0.096,0.0196,0.2017
4.A.1.a.1.I04.D04,2,Identify the locations (physical and digital) where the required records are stored.,-1,LLM,0.5328,0.5328,0.2858,0.116,0.0654
4.A.1.a.1.I04.D04,3,"Access the relevant digital systems (databases, cloud storage, etc.) to retrieve electronic records.",-1,LLM,0.4905,0.4905,0.2068,0.1,0.2026
4.A.1.a.1.I04.D04,4,"Retrieve physical records from designated storage locations, ensuring completeness and order.",-1,LLM,0.4132,0.4132,0.1552,0.3242,0.1074
4.A.1.a.1.I04.D04,5,Verify that all retrieved records (both physical and digital) match the initial request and are complete.,16,LLM,0.519,0.519,0.2751,0.083,0.1229
4.A.1.a.1.I04.D04,6,Organize the gathered records (digital and physical) using a clear and consistent system for easy reference.,-1,LLM,0.7096,0.7096,0.1389,0.0982,0.0533
4.A.1.a.1.I04.D04,7,"Upload digital records to a secure, designated location (cloud storage, shared drive, etc.).",15,Embodied,0.57,0.2031,0.0982,0.57,0.1288
4.A.1.a.1.I04.D04,8,"Notify the relevant parties (supervisor, client, audit team) that the financial records have been gathered and are ready for review.",-1,LLM,0.4845,0.4845,0.1589,0.0391,0.3175
4.A.3.a.2.I45.D01,1,"Review project plans, specifications, and color samples to understand the client's desired aesthetic and technical requirements.",-1,LLM,0.6671,0.6671,0.1388,0.0241,0.17
4.A.3.a.2.I45.D01,2,"Inspect the brick wall for imperfections, cracks, or moisture, ensuring it's suitable for application.",-1,Multimodal_Perception,0.7483,0.0915,0.7483,0.0952,0.065
4.A.3.a.2.I45.D01,3,"Gather and prepare all necessary tools and materials, including decorative masonry units, mortar, pigments, trowels, and safety equipment.",-1,Embodied,0.5561,0.2272,0.1768,0.5561,0.0399
4.A.3.a.2.I45.D01,4,"Prepare the mortar mix according to the manufacturer's instructions, adding color pigments to achieve the desired shade.",-1,Embodied,0.6017,0.204,0.0926,0.6017,0.1018
4.A.3.a.2.I45.D01,5,"Apply a base coat of mortar to the wall, ensuring even coverage and a smooth surface for the decorative finishes.",-1,Embodied,0.4242,0.1263,0.2731,0.4242,0.1764
4.A.3.a.2.I45.D01,6,"Apply the decorative masonry finishes using chosen techniques (patterning, carving, inlays), referring to the design specifications.",26,LLM,0.3174,0.3174,0.2011,0.3105,0.171
4.A.3.a.2.I45.D01,7,"Monitor the wall's progress, making adjustments as needed to ensure the finishes meet the client's expectations and the project's specifications.",-1,Multimodal_Perception,0.5432,0.2269,0.5432,0.097,0.1329
4.A.3.a.2.I45.D01,8,Allow the finishes to set and cure according to the manufacturer's instructions.,26,Embodied,0.5098,0.1133,0.2246,0.5098,0.1523
4.A.3.a.2.I45.D01,9,"Conduct a final inspection of the completed work, addressing any imperfections or touch-ups required.",-1,Multimodal_Perception,0.5636,0.167,0.5636,0.1412,0.1282
4.A.1.b.2.I08.D03,1,"Define performance metrics to be tested (e.g., response time, throughput, resource utilization).",20,LLM,0.6845,0.6845,0.2138,0.0324,0.0693
4.A.1.b.2.I08.D03,2,Configure the load testing tool to simulate the desired user load and traffic patterns.,20,LLM,0.4651,0.4651,0.2757,0.1869,0.0724
4.A.1.b.2.I08.D03,3,Launch the load test and monitor performance metrics in real-time.,20,Multimodal_Perception,0.6826,0.1809,0.6826,0.0775,0.059
4.A.1.b.2.I08.D03,4,"Analyze real-time data for bottlenecks, errors, and performance degradation.",20,Multimodal_Perception,0.589,0.3557,0.589,0.0241,0.0312
4.A.1.b.2.I08.D03,5,Increase user load incrementally to determine the system's breaking point.,20,Multimodal_Perception,0.4445,0.3103,0.4445,0.0903,0.1549
4.A.1.b.2.I08.D03,6,"Record test results, including metrics, observations, and any identified issues.",20,LLM,0.6515,0.6515,0.2892,0.0104,0.0489
4.A.1.b.2.I08.D03,7,Communicate findings and recommendations to the development team for further action.,-1,LLM,0.5925,0.5925,0.0366,0.0226,0.3482
4.A.1.a.1.I06.D02,1,"Review relevant documentation (e.g., site plans, permits, safety regulations) to understand the context and potential hazards.",19,LLM,0.7474,0.7474,0.1551,0.031,0.0665
4.A.1.a.1.I06.D02,2,Don appropriate Personal Protective Equipment (PPE) based on the identified hazards.,5,Embodied,0.3726,0.1933,0.2883,0.3726,0.1458
4.A.1.a.1.I06.D02,3,"Meet with relevant personnel (e.g., site manager, supervisor) to discuss specific concerns and access points.",-1,Human_Bound,0.5629,0.3213,0.0542,0.0615,0.5629
4.A.1.a.1.I06.D02,4,"Conduct a systematic walkthrough of the site, carefully observing work conditions, potential hazards, and safety practices.",19,Multimodal_Perception,0.4998,0.3248,0.4998,0.1448,0.0306
4.A.1.a.1.I06.D02,5,"Document findings using photographs, notes, and location tagging (e.g., GPS coordinates).",-1,LLM,0.6794,0.6794,0.1804,0.0715,0.0687
4.A.1.a.1.I06.D02,6,"Use specialized tools (e.g., gas detectors, meters) to measure environmental conditions as needed.",-1,Multimodal_Perception,0.6853,0.1501,0.6853,0.1194,0.0452
4.A.1.a.1.I06.D02,7,"Compile all gathered data and observations into a comprehensive report, including recommendations for improvement.",17,LLM,0.9424,0.9424,0.0363,0.0079,0.0135
4.A.1.a.1.I06.D02,8,"Review and finalize the report, ensuring accuracy, completeness, and clarity.",14,LLM,0.7608,0.7608,0.0877,0.039,0.1126
4.A.1.a.1.I06.D02,9,"Communicate findings and recommendations to relevant stakeholders (e.g., site manager, safety team).",-1,LLM,0.5949,0.5949,0.0542,0.0257,0.3252
4.A.4.b.6.I02.D02,1,"Greet the customer and actively listen to their description of the technical or procedural issue, asking clarifying questions to ensure understanding.",4,Human_Bound,0.6257,0.1539,0.1727,0.0477,0.6257
4.A.4.b.6.I02.D02,2,"Access relevant documentation, troubleshooting guides, or the company's knowledge base based on the customer's description.",4,LLM,0.5278,0.5278,0.1903,0.028,0.2539
4.A.4.b.6.I02.D02,3,Diagnose the issue by analyzing the customer's description and the information gathered from documentation.,4,LLM,0.5623,0.5623,0.2297,0.0214,0.1866
4.A.4.b.6.I02.D02,4,"Explain the potential solution(s) to the customer in clear, concise language, avoiding technical jargon.",-1,Human_Bound,0.5236,0.3152,0.0886,0.0727,0.5236
4.A.4.b.6.I02.D02,5,"Guide the customer step-by-step through the solution process, pausing for confirmation at each stage.",4,Human_Bound,0.3774,0.2902,0.1508,0.1815,0.3774
4.A.4.b.6.I02.D02,6,Verify that the issue is resolved by asking the customer to confirm and potentially testing the solution.,4,Human_Bound,0.524,0.1845,0.2502,0.0413,0.524
4.A.4.b.6.I02.D02,7,"Document the interaction, including the customer's issue, the solution provided, and the outcome.",4,LLM,0.6515,0.6515,0.0442,0.0176,0.2867
4.A.4.b.4.I12.D20,1,"Review the event plan, vendor contracts, and any special requests to understand the event's requirements and constraints.",21,LLM,0.8432,0.8432,0.0465,0.012,0.0983
4.A.4.b.4.I12.D20,2,"Develop a detailed event schedule outlining performance times, vendor setup/teardown, and staff shifts.",-1,LLM,0.9455,0.9455,0.0195,0.016,0.019
4.A.4.b.4.I12.D20,3,"Create a site map outlining stage placement, vendor booths, audience areas, and emergency exits.",21,LLM,0.6798,0.6798,0.1456,0.1435,0.0311
4.A.4.b.4.I12.D20,4,"Coordinate with vendors to confirm their arrival times, setup requirements, and any specific needs.",-1,LLM,0.6755,0.6755,0.0586,0.0965,0.1693
4.A.4.b.4.I12.D20,5,Supervise vendor setup and ensure all equipment is functional and in the correct location.,-1,Embodied,0.3311,0.2711,0.2968,0.3311,0.101
4.A.4.b.4.I12.D20,6,Conduct a walkthrough of the festival grounds to identify any potential hazards or issues and address them before the event starts.,21,LLM,0.45,0.45,0.3046,0.1545,0.0909
4.A.4.b.4.I12.D20,7,"Brief event staff and volunteers on their roles, responsibilities, and emergency procedures.",21,LLM,0.4408,0.4408,0.1068,0.0883,0.364
4.A.4.b.4.I12.D20,8,"Monitor the event in real-time, addressing any issues that arise, and communicating with vendors, staff, and attendees as needed.",21,LLM,0.4239,0.4239,0.2601,0.0533,0.2627
4.A.4.b.4.I12.D20,9,"Oversee the teardown of the event, ensuring all equipment is removed, the festival grounds are left in good condition, and vendors are paid promptly.",21,Embodied,0.3453,0.2858,0.2205,0.3453,0.1484
4.A.4.b.4.I12.D20,10,"Conduct a post-event review with vendors, staff, and volunteers to gather feedback and identify areas for improvement.",-1,LLM,0.782,0.782,0.0875,0.0209,0.1096
